Name,NAICSCode,Phone,WebAddress,Address,PostalCode,BldgNo,UnitNo,Latitude,Longitude
Roc 'n Doc's,722511,905-891-1754,www.rocndocs.com,105 Lakeshore Rd E,L5G 1E2,,,43.553647,-79.583474
Barb's Roti Shop,722512,905-278-4713,,1181 Lakeshore Rd E,L5E 1G1,,,43.580409,-79.555106
Green Acres Motel,721114,905-278-6910,www.greenacresmotel.ca,1303 Lakeshore Rd E,L5E 1G5,,,43.583165,-79.552191
"Brogue Inn, The",722511,905-278-8444,www.thebrogue.com,136 Lakeshore Rd E,L5G 1E6,,,43.554967,-79.582088
Lotus Island Vietnamese Eatery,722512,905-990-3689,,1381 Lakeshore Rd E,L5E 1G6,,UnitNo 1,43.584759,-79.550481
Lily's Place,722511,905-274-4400,,1381 Lakeshore Rd E,L5E 1G6,,UnitNo 6,43.584759,-79.550481
Wingporium,722512,905-990-4300,www.wingporium.ca,170 Lakeshore Rd E,L5G 1G1,,,43.556874,-79.580028
Thai Signature Restaurant,722511,905-278-7889,www.thaisignature.net,203 Lakeshore Rd E,L5G 1G2,,,43.557924,-79.578912
Social Coffee bean,722512,905-486-0148,,211 Lakeshore Rd E,L5G 1G5,,UnitNo A,43.558526,-79.578281
Lux Cafe,722511,905-990-5455,www.lux-cafe.ca,241 Lakeshore Rd E,L5G 1G8,,,43.559457,-79.577286
Thai House Cuisine 2,722512,905-990-6888,www.portcredit.thaihousecuisine.com,261 Lakeshore Rd E,L5G 1G8,,,43.56,-79.576706
"Great Canadian Pizza Co, The",722512,905-274-1291,www.greatcanadianpizza.ca,278 Lakeshore Rd E,L5G 1H1,,,43.560506,-79.576172
Colossus Greek Taverna,722511,905-271-2853,www.colossusgreektaverna.com,280 Lakeshore Rd E,L5G 1H2,,,43.5607,-79.575964
Aielli Restaurant,722511,905-278-2183,www.aielli.com,284 Lakeshore Rd E,L5G 1H2,,,43.560794,-79.575864
Maranello Cafe,722511,905-278-2184,www.maranellocafe.ca,286 Lakeshore Rd E,L5G 1H2,,UnitNo C,43.560815,-79.575843
Country Fish & Chips,722512,905-278-8201,www.countryfishandchips.ca,293 Lakeshore Rd E,L5G 1H3,,,43.561054,-79.575588
My Secret Kitchen,722320,905-990-2057,,316 Lakeshore Rd E,L5G 1H4,,,43.561872,-79.574717
Thyme Ristorante,722511,905-271-8871,www.thymeristorante.com,347 Lakeshore Rd E,L5G 1H6,,UnitNo 2&3,43.562934,-79.573595
Pizza Pizza,722512,416-967-1111,www.pizzapizza.ca,114 Lakeshore Rd E,L5G 1E4,,UnitNo 1&2,43.55415,-79.58294
Spice Lounge and Tapas,722511,905-891-8463,www.spicelounge.ca,52 Lakeshore Rd E,L5G 1E1,,,43.552345,-79.584901
Eva’s Original Chimneys,722512,416-697-8884,www.originalchimneys.com,53 Lakeshore Rd E,L5G 1C9,,,43.55225,-79.58459
al Mustafa,722512,647-710-8799,www.almustafacatering.com,558 Lakeshore Rd E,L5G 1J3,,,43.56735,-79.56847
Indian Cuisine By The Lake,722512,905-891-3333,www.indiancuisinebythelake.com,56 Lakeshore Rd E,L5G 1E1,,UnitNo A,43.552447,-79.584788
McDonald's,722512,905-891-2800,www.mcdonalds.ca,585 Lakeshore Rd E,L5G 1H9,,UnitNo D,43.568087,-79.568105
Subway,722512,905-274-1169,www.subway.com,645 Lakeshore Rd E,L5G 1J5,,UnitNo 1,43.56969,-79.567
Shore Grill & Grotto,722410,905-271-9777,www.shoregrillandgrotto.ca,67 Lakeshore Rd E,L5G 1C9,,,43.5524,-79.58426
Pizza Pizza,722512,416-967-1010,www.pizzapizza.ca,707 Lakeshore Rd E,L5G 1J7,,,43.57022,-79.56643
Shore Grill & Grotto,722511,416-268-8183,www.shoregrillandgrotto.ca,71 Lakeshore Rd E,L5G 1C9,,,43.55246,-79.58422
"Crooked Cue, The",722511,905-271-7665,www.crookedcue.ca,75 Lakeshore Rd E,L5G 1C9,,,43.55256,-79.58414
Lazeez Shawarma,722512,905-990-6444,,85 Lakeshore Rd E,L5G 1C9,,,43.55271,-79.58395
Second Cup,722512,905-891-8747,www.secondcup.com,91 Lakeshore Rd E,L5G 1E2,,,43.553167,-79.583993
Nick's Famous Shawarmas,722512,905-891-8956,www.nicksshawarmas.ca,939 Lakeshore Rd E,L5E 1E3,,UnitNo B,43.575149,-79.560623
2-4-1 Pizza,722512,416-241-0241,www.241pizza.com,94 Lakeshore Rd E,L5G 1E3,,,43.553304,-79.583844
Raw Aura Organic Cuisine,722512,905-891-2872,www.raw-aura.com,94 Lakeshore Rd E,L5G 1E3,,,43.553304,-79.583844
P & J Hamburgers Restaurant,722512,905-278-9278,,943 Lakeshore Rd E,L5E 1E3,,UnitNo A,43.57535,-79.560411
Dairy Queen,722512,905-822-8352,www.dairyqueen.com,1641 Lakeshore Rd W,L5J 1J4,,,43.51965,-79.62115
Domino’s Pizza,722512,905-855-9000,www.dominos.ca,1684 Lakeshore Rd W,L5J 1J5,Bldg 3,UnitNo 18,43.51823,-79.62103
Mango Rain,722511,905-919-1374,www.mangorain.ca,1714 Lakeshore Rd W,L5J 1J5,,,43.51787,-79.62199
Michael's Back Door Restaurant Inc.,722512,905-822-5751,www.michaelsbackdoor.com,1715 Lakeshore Rd W,L5J 1J4,,,43.51815,-79.62259
Souvlaki Hut,722512,905-823-7775,www.souvlakihut.com,1725 Lakeshore Rd W,L5J 1J4,,,43.51795,-79.62282
Mr. Sub,722512,905-822-5490,www.mrsub.ca,1726 Lakeshore Rd W,L5J 1J5,,,43.51758,-79.62214
Clarkson Mediterranean Bistro,722511,905-916-2283,www.clarksonmediterraneanbistro.com,1731 Lakeshore Rd W,L5J 1J4,,,43.51786,-79.62303
"Clarkson Pump & Patio, The",722511,905-855-9354,www.clarksonpump.com,1744 Lakeshore Rd W,L5J 4N8,,UnitNo 1,43.517253,-79.623167
Tim Hortons,722512,905-855-5068,www.timhortons.com,1785 Lakeshore Rd W,L5J 1J5,,,43.51686,-79.62408
Solstice Restaurant,722511,905-822-1801,www.solsticerestaurant.ca,1801 Lakeshore Rd W,L5J 1J6,,UnitNo 11&12,43.5166,-79.62512
Momiji Japanese Restaurant,722512,905-823-8430,www.momijis.com,1801 Lakeshore Rd W,L5J 1J6,,UnitNo 4&5,43.5166,-79.62512
Clarkson Village Motel,721114,905-822-6110,,1815 Lakeshore Rd W,L5J 1J6,,,43.51611,-79.62491
McDonald's,722512,905-823-6480,www.mcdonalds.ca,1829 Lakeshore Rd W,L5J 1J6,,,43.51626,-79.62571
Capra's Kitchen,722511,905-916-1834,www.capraskitchen.ca,1834 Lakeshore Rd W,L5J 1J7,,UnitNo 1 to 3,43.51532,-79.62454
Clarkson Fish & Chips,722511,905-823-4151,,1848 Lakeshore Rd W,L5J 1J7,,,43.51492,-79.62499
Top Grill Shawarma,722512,905-822-2800,,1900 Lakeshore Rd W,L5J 1J7,,UnitNo 6,43.51368,-79.62645
Marco Polo,722511,905-822-1414,www.marcopolorestobar.com,1971 Lakeshore Rd W,L5J 1J6,,,43.51313,-79.6284
Booster Juice,722512,905-274-0002,www.boosterjuice.com,224 Lakeshore Rd W,L5H 1G6,,,43.546397,-79.591488
Subway,722512,905-278-5033,www.subway.com,252 Lakeshore Rd W,L5H 1G6,,UnitNo 2,43.546395,-79.59149
Swiss Chalet Express,722511,905-891-9299,www.swisschalet.ca,252 Lakeshore Rd W,L5H 1G6,,UnitNo 3,43.546395,-79.59149
Pizza Nostra,722512,905-891-3978,www.pizzanostrainc.com,362 Lakeshore Rd W,L5H 1H3,,,43.542287,-79.595989
2-4-1 Pizza,722512,905-855-1531,www.241pizza.com,2155 Leanne Blvd,L5K 2K8,,UnitNo 102,43.52588,-79.65245
Chopan Grill,722511,905-916-4455,www.chopangrill.com,2155 Leanne Blvd,L5K 2K8,,UnitNo 107,43.52588,-79.65245
Swiss Chalet,722511,905-822-2040,www.swisschalet.ca,2155 Leanne Blvd,L5K 2K8,,UnitNo 106,43.52588,-79.65245
Senor Burrito,722512,905-916-2712,www.senorburrito.ca,2155 Leanne Blvd,L5K 2K8,,UnitNo 104,43.52588,-79.65245
Big Bowl,722511,905-855-8829,,2655 Liruma Rd,L5K 1Y8,,UnitNo 1,43.530422,-79.671836
Oaza Shawarma Plus,722512,905-855-2222,,2645 Liruma Rd,L5K 1Y9,,UnitNo 3,43.530411,-79.671747
Thai and Chinese Restaurant,722512,905-891-8888,,1107 Lorne Park Rd,L5H 3A1,,UnitNo 17,43.531485,-79.612339
Cuda's Tap N Grill,722410,905-274-3318,www.cudastapandgrill.com,1107 Lorne Park Rd,L5H 3A1,,UnitNo 2,43.531485,-79.612339
Skyway Cafo,722512,905-677-2526,,2410 Lucknow Dr,L5S 1V1,,UnitNo 32,43.693937,-79.657435
Murphy's Ice Cream Parlour,722512,905-826-8755,,9 Main St,L5M 1X4,,,43.581409,-79.712516
Shandra's Roti Shop,722512,905-625-7775,www.shandrasrotishop.ca,5030 Maingate Dr,L4W 1N5,,UnitNo 19,43.630253,-79.627305
Gyros Place,722512,905-212-4976,www.gyrosplace.ca,1350 Matheson Blvd E,L4W 4M1,,UnitNo 10B,43.640711,-79.632241
Comfort Inn Airport West Inc.,721111,905-624-6900,www.choicehotels.ca,1500 Matheson Blvd E,L4W 3Z4,,,43.6426,-79.62888
J C's Grill House,722511,905-232-2200,www.jcsgrillhouse.ca,1500 Matheson Blvd E,L4W 3Z4,,,43.6426,-79.62888
La Scala Ristorante,722511,905-629-8686,,2601 Matheson Blvd E,L4W 5A8,,UnitNo 1&2,43.660089,-79.601315
"Lunch Bag, The",722511,905-238-6262,,2601 Matheson Blvd E,L4W 5A8,,UnitNo 32,43.660089,-79.601315
Plaka,722511,905-625-9437,www.plaka.ca,2601 Matheson Blvd E,L4W 5A8,,UnitNo 33,43.660089,-79.601315
Jessie's Food Incorporated,722512,905-890-0268,,450 Matheson Blvd E,L4Z 1R5,,UnitNo 50,43.625238,-79.65655
Watan Kabob,722512,905-712-2221,www.watan-kabob.com,55 Matheson Blvd E,L4Z 2Y5,,,43.620548,-79.668643
Subway,722512,905-306-0015,www.subway.com,325 Central Pky W,L5B 3X9,Bldg 3,UnitNo 50,43.582462,-79.637382
Coffee Time,722512,905-629-8231,,991 Matheson Blvd E,L4W 2V3,,UnitNo 16,43.633163,-79.641942
Milestone's Grill & Bar,722511,905-507-4118,www.milestonesrestaurant.com,730 Matheson Blvd W,L5R 3T2,,,43.608388,-79.690058
"Sandwich Board, The",722512,905-568-2373,,90 Matheson Blvd W,L5R 3R3,,UnitNo 105,43.61777,-79.672599
Wendy's,722512,905-276-7447,www.wendys.ca,3411 Mavis Rd,L5C 1T7,,,43.574519,-79.645089
Tim Hortons,722512,905-272-4545,www.timhortons.com,3411 Mavis Rd,L5C 1T7,,,43.574519,-79.645089
Panera Bread,722512,905-501-1243,www.panerabread.ca,5935 Mavis Rd,L5R 3T7,,UnitNo 2,43.610582,-79.693578
Panda Express,722512,905-507-3555,www.pandaexpress.ca,5985 Mavis Rd,L5R 3T7,,UnitNo 5,43.611639,-79.695025
Second Cup,722512,905-507-9800,www.secondcup.com,5985 Mavis Rd,L5R 3T7,,,43.611639,-79.695025
Popeye's Louisiana Kitchen,722511,905-507-3167,www.popeyes.ca,5985 Mavis Rd,L5R 3T7,,UnitNo C,43.611639,-79.695025
Subway Sandwiches,722512,905-501-8782,www.subway.com,5985 Mavis Rd,L5R 3T7,,UnitNo A-2,43.611639,-79.695025
McDonald's,722512,905-712-4335,www.mcdonalds.ca,5995 Mavis Rd,L5R 3T7,,,43.611113,-79.694305
Delimark Cafes,722512,905-949-9551,www.delimarkcafes.com,1290 Central Pky W,L5C 4R3,,UnitNo 101,43.567841,-79.663438
McAdam Place Restaurant,722511,905-890-0681,,5659 McAdam Rd,L4Z 1N9,,UnitNo B8-B9,43.624624,-79.66507
Swiss Chalet/Harveys,722511,905-507-0838,,5990 McLaughlin Rd,L5R 3X9,,,43.616509,-79.689812
Country Style Donuts,722512,905-712-3650,,6035 McLaughlin Rd,L5R 1B9,,UnitNo 100,43.6174,-79.690809
Good Patti's Deli Diner,722511,905-821-2835,,2500 Meadowpine Blvd,L5N 6C4,,UnitNo 1,43.60377,-79.77631
Union Social Eatery,722511,905-814-1234,www.unionsocial.ca,6986 Financial Dr,L5N 8J4,,UnitNo 6,43.61092,-79.75002
Good Patti's Meeting & Banquet Room,722320,905-821-2835,,2500 Meadowpine Blvd,L5N 6C4,,UnitNo 2,43.60377,-79.77631
Cora's Breakfast & Lunch,722511,905-814-5225,www.chezcora.com,6720 Meadowvale Town Centre Cir,L5N 4B7,,,43.584246,-79.760276
Mr. Sub,722512,905-812-9783,www.mrsub.ca,6740 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 408,43.58156,-79.760017
Wok This Way,722512,905-567-8866,www.wokthisway.ca,6740 Meadowvale Town Centre Cir,L5N 4B7,,UnitNo 404,43.58156,-79.760017
"Friendly Grill Restaurant & Deli, The",722511,905-795-0623,,1020 Meyerside Dr,L5T 1K7,,UnitNo 3,43.6506,-79.66367
"Cake Collective, The",722330,905-564-8565,www.thecakecollective.com,1021 Meyerside Dr,L5T 1J6,,UnitNo 2,43.6522,-79.66539
Country Style Bistro Deli,722512,905-279-4484,www.countrystyle.com,334 Dundas St E,L5A 1W9,,,43.587368,-79.608222
Pizza Depot Ltd.,722512,905-458-9711,www.pizzadepot.ca,1087 Meyerside Dr,L5T 1M5,,UnitNo 5,43.652723,-79.66263
"Backburner Corp., The",722512,905-795-2876,,1450 Meyerside Dr,L5T 2N5,,UnitNo 104,43.659808,-79.654824
Hesuccess Inc.,722512,905-281-2399,,2500 Hurontario St,L5B 1N4,,UnitNo 11,43.577985,-79.613201
New Midway Restaurant,722511,905-564-5980,www.newmidwayrestaurant.ca,1230 Mid-Way Blvd,L5T 2B8,,UnitNo 100,43.663524,-79.670229
Tim Horton's,722512,905-564-5263,,1420 Mid-Way Blvd,L5T 2S4,,,43.66706,-79.66581
Wendy's,722512,905-564-2373,www.wendys.ca,1420 Mid-Way Blvd,L5T 2S4,,,43.66706,-79.66581
Max's Diner,722511,905-564-3350,,975 Mid-Way Blvd,L5T 2C6,,UnitNo 3A,43.66082,-79.67742
Cafe  De Khan,722512,905-817-5426,www.cafe-de-khan.com,6400 Millcreek Dr,L5N 3E7,,UnitNo 13,43.589654,-79.739337
The Bukamaranga: Bean & Bagel Company,722512,905-812-8777,,6465 Millcreek Dr,L5N 5R3,,UnitNo 105,43.590403,-79.741973
Cohai Banh Cuon,722511,905-507-4458,,2580 Shepard Ave,L5A 4K3,,UnitNo 6,43.58034,-79.61464
Subway,722512,905-567-1925,,6465 Millcreek Dr,L5N 5R6,,UnitNo 130,43.590403,-79.741973
Lucy's Sea Cove & Oyster Bar,722511,905-567-8950,www.lucysseacove.com,6905 Millcreek Dr,L5N 6A3,,UnitNo 7 & 8,43.595429,-79.757535
Ancila's Indian Cuisine,722511,905-593-9982,www.ancilasindiancuisine.com,6905 Millcreek Dr,L5N 6A3,,UnitNo 11,43.595429,-79.757535
Aristotles Steak & Seafood House,722511,905-858-1770,www.aristotlessteakandseafood.com,6905 Millcreek Dr,L5N 6A3,,UnitNo 2,43.595429,-79.757535
Nannu's Pastizzi,722512,905-542-4999,,6981 Millcreek Dr,L5N 6B8,,UnitNo 1,43.596983,-79.760211
Swagat Banquet Hall,722320,905-821-9688,www.swagatbanquethall.com,6991 Millcreek Dr,L5N 6B9,,,43.596911,-79.760025
Kentucky Fried Chicken,722512,905-812-5237,,6277 Mississauga Rd,L5N 1A5,,,43.593558,-79.729848
Pizza Pizza,722512,905-821-3092,www.pizzapizza.ca,6277 Mississauga Rd,L5N 1A5,,UnitNo 5&6,43.593558,-79.729848
Tim Hortons,722512,905-285-0700,www.timhortons.ca,6313 Mississauga Rd,L5N 1A5,,,43.594208,-79.730726
Skyway Jacks,722512,905-821-4055,www.skywayjacks.ca,6461 Mississauga Rd,L5N 1A6,,,43.597289,-79.735036
Burger King,722512,905-821-3464,www.burgerking.ca,6465 Mississauga Rd,L5N 1A6,,,43.597455,-79.735344
Bliss Chinese Cuisine,722512,905-363-1029,www.blisschinesecuisine.com,6485 Mississauga Rd,L5N 1A6,,UnitNo 4,43.597642,-79.735711
St. Louis Wing and Ribs,722511,905-997-9464,www.stlouiswings.com,6485 Mississauga Rd,L5N 1A6,,,43.597642,-79.735711
Gabriel's Restaurant,722511,905-567-5218,www.gabrielsrestaurant.ca,6501 Mississauga Rd,L5N 1A6,,,43.597892,-79.736498
Best Western Hotels & Resorts,721111,905-816-4787,www.bestwestern.com,6557 Mississauga Rd,L5N 1A6,,,43.599025,-79.739044
Sweet Rosie's Cafe,722512,905-826-1171,,6711 Mississauga Rd,L5N 2W3,,UnitNo 110,43.601608,-79.740679
Hilton Missisauga/Meadowvale Hotel & Conference Centre,721111,905-821-1981,www.hiltonmeadowvale.com,6750 Mississauga Rd,L5N 2L3,,,43.602189,-79.741649
Pizza Pizza,722512,905-306-1114,www.pizzapizza.ca,1585 Mississauga Valley Blvd,L5A 3W9,,UnitNo 6,43.591646,-79.627043
Subway,722512,905-232-7701,www.subway.com,1585 Mississauga Valley Blvd,L5A 3W9,,UnitNo 8,43.591646,-79.627043
Joe's Great Pizza,722512,905-816-9111,,6700 Montevideo Rd,L5N 1V1,,UnitNo 4,43.590727,-79.757937
Hopeton Restaurant & Catering,722320,905-916-9200,www.HopetonRestaurantAndCatering.com,6315 Netherhart Rd,L5T 1A2,,,43.668557,-79.643971
Newrest Servair Toronto Corporation,722310,647-478-6413,www.newrest.eu,6350 Netherhart Rd,L5T 1K3,,UnitNo 6 to 10,43.66919,-79.64586
Little Caesars,722512,905-897-7400,www.littlecaesars.ca,1077 North Service Rd,L4Y 1A6,Bldg 2,UnitNo 4,43.59264,-79.573625
Applewood Meats and Grill,722512,905-277-9752,www.applewoodmeatsandgrill.ca,1077 North Service Rd,L4Y 1A6,Bldg 2,UnitNo 11,43.59264,-79.573625
Holiday Inn Express & Suites Toronto-Mississauga,721111,905-855-2000,www.holidayinn.com/mississaugaon,2125 North Sheridan Way,L5K 1A3,,,43.523395,-79.650321
TownePlace Suites by Marriott Missisauga-Airport Corporate Centre,721111,905-238-9600,www.marriott.com/yyzts,5050 Orbitor Dr,L4W 4X2,,,43.656517,-79.599684
Pronto Cafe and Eatery,722512,905-670-9794,www.prontoeatery.ca,980 Pacific Gate,L5T 1Y1,,UnitNo 4&5,43.662024,-79.681619
Berina's Specialty Restaurant & Grill Inc.,722511,905-206-0607,,889 Pantera Dr,L4W 2R9,,UnitNo 1A,43.628907,-79.641282
Viv's Catering & Eatery,722320,905-625-2665,www.vivscatering.com,966 Pantera Dr,L4W 2S1,,UnitNo 9,43.63007,-79.63793
Mr. Stavro's Greek Restaurant,722512,905-812-9696,www.greekstavros.ca,11 Pearl St,L5M 1X1,,,43.580942,-79.713239
Filipino Inihaw Grill,722512,905-812-2788,,1474 Pickwick Dr,L5V 2G2,,UnitNo 4A,43.5926,-79.704145
Moonlight Convention Centre,722320,905-678-2222,www.moonlightconventioncentre.com,6835 Professional Crt,L4V 1X6,,,43.707778,-79.630772
Shawarma Hut,722512,905-286-9495,,17 Queen St N,L5N 6A1,,UnitNo 4A,43.588662,-79.723263
Wing's Chinese Restaurant,722512,905-826-3641,www.wingschinesefood.com,17 Queen St N,L5N 6A1,,UnitNo 1,43.588662,-79.723263
Latin Super Chicken,722512,905-369-0420,,17 Queen St N,L5N 6A1,,UnitNo 6,43.588662,-79.723263
Bobby's Hideaway,722511,905-542-8863,www.bobbyshideaway.com,20 Queen St N,L5N 1A1,,,43.588772,-79.723412
Offside Sports Pub & Grill Ltd.,722410,905-813-7424,www.offsidebar.com,25 Queen St N,L5N 1A2,,,43.589028,-79.723757
Subway,722512,905-812-1917,www.subway.com,115 Queen St S,L5M 1K7,Bldg 3,UnitNo 1,43.58401,-79.7166
Tim Hortons,722512,905-812-1929,www.timhortons.com,120 Queen St S,L5M 1K8,,,43.58346,-79.71682
Mondello Ristorante Inc.,722511,905-819-1727,www.mondelloristorante.ca,127 Queen St S,L5M 1K9,,,43.58371,-79.71577
Enzo's (Two Guys From Italy),722511,905-826-5100,www.enzostwoguysfromitaly.com,128 Queen St S,L5M 1K8,,UnitNo 16&17,43.58279,-79.71702
Queen's Fish & Chips,722512,905-826-4222,www.queenfishandchips.com,131 Queen St S,L5M 1K9,,,43.58343,-79.71571
Andiamo Pasta Plus,722511,905-826-4904,www.andiamopastaplus.com,135 Queen St S,L5M 1K9,,,43.58339,-79.71565
Shree Marutinandan Fast Food Inc c/o Gino’s Pizza,722512,905-858-9444,,136 Queen St S,L5M 1K8,,UnitNo 2,43.58299,-79.71595
Melt Grilled Cheese,722512,905-813-1099,www.meltgrilledcheese.com,154 Queen St S,L5M 2P4,,UnitNo 108,43.582579,-79.714924
"Tea Room, The",722512,905-542-7674,www.thetearoomstreetsville.ca,223 Queen St S,L5M 1L6,,UnitNo 3,43.580758,-79.712471
El Mariachi Tacos,722511,905-997-8333,www.elmariachitacos.ca,235 Queen St S,L5M 1L7,,,43.580489,-79.712106
Burger Legend,722512,905-997-1822,www.burgerlegend.ca,236 Queen St S,L5M 1L5,,,43.580478,-79.712091
Pita Nutso,722512,905-858-6161,www.pitanutso.com,241 Queen St S,L5M 1L7,,UnitNo A,43.580379,-79.711954
Starbucks,722512,905-286-9494,www.starbucks.ca,242 Queen St S,L5M 1L5,,,43.580353,-79.711919
Osmow's Grill,722512,905-826-6021,www.mrosmow.com,251 Queen St S,L5M 1L7,,UnitNo 1,43.580119,-79.711604
"Franklin House, The",722410,905-369-0500,www.thefranklinhouse.ca,263 Queen St S,L5M 1L9,,,43.579762,-79.711102
Border MX,722511,905-813-1992,,277 Queen St S,L5M 1L9,,,43.579436,-79.710658
Jing Thai,722511,905-812-1312,,63 Queen St S,L5M 3S9,,UnitNo 1 to 4,43.58579,-79.71831
Le Treport Wedding & Convention Centre,722320,905-276-7729,www.letreport.com,1075 Queensway E,L4Y 4C1,,UnitNo 17 to 22,43.59685,-79.58388
Boaden Catering Ltd.,722320,905-276-1161,www.boaden.com,505 Queensway E,L5A 4B4,,UnitNo 10 to 12,43.585324,-79.595059
Express Au Lait,722512,647-290-0388,,170 Queensway W,L5B 3A8,,UnitNo 100,43.570583,-79.611532
Subway,722512,905-232-2050,www.subway.com,1891 Rathburn Rd E,L4W 3Z3,,UnitNo 18,43.63591,-79.59642
Pump on Rathburn,722511,905-602-6296,www.pumponrathburn.com,1891 Rathburn Rd E,L4W 3Z3,,UnitNo 16,43.63591,-79.59642
Subway,722512,905-615-8989,www.subway.com,925 Rathburn Rd E,L4W 4C3,,UnitNo C7,43.61585,-79.61707
Eggsmart,722512,905-232-8778,,925 Rathburn Rd E,L4W 4C3,,UnitNo D2,43.61585,-79.61707
New Wing Sun Chinese Restaurant,722511,905-897-2888,www.wingsunchinesefood.com,925 Rathburn Rd E,L4W 4C3,,UnitNo C3,43.61585,-79.61707
Pita Pit,722512,905-232-7482,www.pitapit.ca,925 Rathburn Rd E,L4W 4C3,,UnitNo C4,43.61585,-79.61707
Silva's BBQ,722512,905-270-9393,www.silvasbbq.com,925 Rathburn Rd E,L4W 4C3,,UnitNo C5,43.61585,-79.61707
Starbucks,722512,905-896-7070,www.starbucks.ca,189 Rathburn Rd W,L5B 4C1,,,43.5943,-79.6479
Scaddabush Italian Kitchen & Bar,722511,905-281-1721,www.scaddabush.com,209 Rathburn Rd W,L5B 4C1,,,43.59332,-79.64876
Jack Astor's,722511,905-566-4662,www.jackastors.com,219 Rathburn Rd W,L5B 4C1,,,43.59324,-79.64926
Canyon Creek Steak & Chophouse,722511,905-279-3342,www.canyoncreek.com,299 Rathburn Rd W,L5B 4C1,,,43.59258,-79.64957
Something Sweet 4U,722512,905-306-1616,www.somethinsweet.ca,592 Rathburn Rd W,L5B 3A4,,UnitNo 10,43.584203,-79.653879
Oriental Restaurant,722511,905-828-8183,,900 Rathburn Rd W,L5C 4L3,,UnitNo E4,43.578554,-79.661585
Montecristo Club,722410,289-521-9333,,900 Rathburn Rd W,L5C 4L3,,UnitNo D1,43.578554,-79.661585
Reddafire Bar and Restaurant,722511,905-272-0431,,900 Rathburn Rd W,L5C 4L3,,UnitNo D4,43.578554,-79.661585
Papa Moe's Carribean Cuisine,722512,905-232-0239,,900 Rathburn Rd W,L5C 4L3,,UnitNo D5,43.578554,-79.661585
Amadio's Pizza,722512,905-891-5500,www.amadiospizza.com,360 Revus Ave,L5G 4S4,,UnitNo 6,43.56521,-79.57653
"Perfect Kitchen, The",722512,905-569-1488,,3075 Ridgeway Dr,L5L 5M6,,,43.518498,-79.689901
"Shish Mahal Indian Cuisine Ltd., The",722511,905-820-7711,www.shishmahalcuisine.com,3176 Ridgeway Dr,L5L 5S6,,UnitNo 66,43.51749,-79.69449
Paradise Cafe,722512,905-848-8733,www.paradisecafe.org,4 Robert Speck Pky,L4Z 1S1,,UnitNo 160,43.5972,-79.63536
East Side Mario's,722511,905-502-6600,www.eastsidemarios.com,5855 Rodeo Dr,L5R 3Z2,,,43.60987,-79.69189
Casalinga Ristorante,722511,905-823-2000,www.casalingaristorante.com,2057 Royal Windsor Dr,L5J 1K5,,UnitNo 2,43.51074,-79.6311
Ambiance of India,722511,905-403-9900,www.ambianceofindia.com,2157 Royal Windsor Dr,L5J 1K5,,,43.50861,-79.63318
Wimpy's Diner Mississauga,722511,905-822-2260,www.wimpysdiner.ca,2257 Royal Windsor Dr,L5J 1K5,,,43.5065,-79.63567
Pure Gold,722410,905-822-1525,,2630 Royal Windsor Dr,L5J 1K7,,UnitNo 1st & 2nd Fl,43.49778,-79.64354
Payal Banquet Halls Inc.,722320,905-281-8800,www.payalbanquet.com,3410 Semenyk Crt,L5C 4P8,,UnitNo 1,43.567615,-79.651843
Roma's Hospitality Centre,722320,905-670-7662,www.romashospitality.com,5980 Shawson Dr,L4W 3Z6,,UnitNo 1 to 5,43.64764,-79.65541
Cabral Catering,722320,905-565-0527,www.cabralcatering.com,6033 Shawson Dr,L5T 1H8,,UnitNo 12&14,43.648883,-79.655926
Domino's Pizza,722512,905-270-3030,www.dominos.ca,2560 Shepard Ave,L5A 4E1,Bldg 1,UnitNo 8,43.580352,-79.613622
Myungdong Noodle Shabushabu,722511,905-306-1010,,2560 Shepard Ave,L5A 4E1,Bldg 1,UnitNo 5,43.580352,-79.613622
Bombay Chaat & Dosa,722512,905-949-6600,www.bomaychaat.ca,2580 Shepard Ave,L5A 4K3,,UnitNo 1,43.58034,-79.61464
"Semi Fast Food, Korean & Japanese Food",722511,905-306-1462,,2580 Shepard Ave,L5A 4K3,,UnitNo 8,43.58034,-79.61464
Haze Resto Lounge,722511,905-272-5357,www.hazelounge.ca,4230 Sherwoodtowne Blvd,L4Z 2G6,,UnitNo 101,43.600399,-79.640602
The Valley Bar & Grill,722511,905-232-3433,,680 Silver Creek Blvd,L5A 3Z1,,UnitNo 10&11,43.59547,-79.60281
Pho Mi Saigon Vietnamese-Thai Cuisine,722512,905-281-7177,,680 Silver Creek Blvd,L5A 3Z1,,UnitNo 1&2,43.59547,-79.60281
The X Club,722410,905-602-4954,www.thexclub.com,1625 Sismet Rd,L4W 1V6,,UnitNo 1 to 9,43.642975,-79.624337
Puffin Catering Ltd,722320,905-212-9556,www.puffincatering.com,1635 Sismet Rd,L4W 1W5,,UnitNo 1&2,43.643076,-79.624227
Skymark Deli Inc.,722511,905-625-0964,www.skymarkdeli.com,2630 Skymark Ave,L4W 5A4,,UnitNo 110,43.65898,-79.598069
"Bull Pub & Grill, The",722511,905-212-7711,www.thebullpubandgrill.com,2800 Skymark Ave,L4W 5A6,,UnitNo 25-29,43.663021,-79.59361
